,Date,From,To,Price,Stock_No
1980,22-12-2019,INR,GBP,0.010775852,10
2013,23-12-2019,INR,GBP,0.010856604,10
2046,24-12-2019,INR,GBP,0.010833476,10
2079,25-12-2019,INR,GBP,0.010833476,10
2112,26-12-2019,INR,GBP,0.010833476,10
2145,27-12-2019,INR,GBP,0.010689755,10
2178,28-12-2019,INR,GBP,0.010689755,10
2211,29-12-2019,INR,GBP,0.010689755,10
2244,30-12-2019,INR,GBP,0.010676089,10
2277,31-12-2019,INR,GBP,0.010610199,10
2310,01-01-2020,INR,GBP,0.010610199,10
2343,02-01-2020,INR,GBP,0.010615907,10
2376,03-01-2020,INR,GBP,0.010638245,10
2409,04-01-2020,INR,GBP,0.010638245,10
2442,05-01-2020,INR,GBP,0.010638245,10
2475,06-01-2020,INR,GBP,0.010583414,10
2508,07-01-2020,INR,GBP,0.01061272,10
2541,08-01-2020,INR,GBP,0.010647229,10
2574,09-01-2020,INR,GBP,0.010773477,10
2607,10-01-2020,INR,GBP,0.01077753,10
2640,11-01-2020,INR,GBP,0.01077753,10
2673,12-01-2020,INR,GBP,0.01077753,10
2706,13-01-2020,INR,GBP,0.010880142,10
2739,14-01-2020,INR,GBP,0.010875096,10
2772,15-01-2020,INR,GBP,0.010862105,10
2805,16-01-2020,INR,GBP,0.010788806,10
2838,17-01-2020,INR,GBP,0.010778693,10
2871,18-01-2020,INR,GBP,0.010778693,10
2904,19-01-2020,INR,GBP,0.010778693,10
2937,20-01-2020,INR,GBP,0.010823898,10
2970,21-01-2020,INR,GBP,0.010744997,10
3003,22-01-2020,INR,GBP,0.010707335,10
3036,23-01-2020,INR,GBP,0.0106829,10
3069,24-01-2020,INR,GBP,0.0107173,10
3102,25-01-2020,INR,GBP,0.0107173,10
3135,26-01-2020,INR,GBP,0.0107173,10
3168,27-01-2020,INR,GBP,0.010713147,10
3201,28-01-2020,INR,GBP,0.010783703,10
3234,29-01-2020,INR,GBP,0.010785927,10
3267,30-01-2020,INR,GBP,0.010654592,10
3300,31-01-2020,INR,GBP,0.010667824,10
3333,01-02-2020,INR,GBP,0.010667824,10
3366,02-02-2020,INR,GBP,0.010667824,10
3399,03-02-2020,INR,GBP,0.010730537,10
3432,04-02-2020,INR,GBP,0.010783616,10
3465,05-02-2020,INR,GBP,0.010766387,10
3498,06-02-2020,INR,GBP,0.010836756,10
3531,07-02-2020,INR,GBP,0.010811294,10
3564,08-02-2020,INR,GBP,0.010811294,10
3597,09-02-2020,INR,GBP,0.010811294,10
3630,10-02-2020,INR,GBP,0.01083488,10
3663,11-02-2020,INR,GBP,0.010853407,10
3696,12-02-2020,INR,GBP,0.010799581,10
3729,13-02-2020,INR,GBP,0.010765079,10
3762,14-02-2020,INR,GBP,0.010741228,10
3795,15-02-2020,INR,GBP,0.010741228,10
3828,16-02-2020,INR,GBP,0.010741228,10
3861,17-02-2020,INR,GBP,0.010762328,10
3894,18-02-2020,INR,GBP,0.010722962,10
3927,19-02-2020,INR,GBP,0.010765655,10
3960,20-02-2020,INR,GBP,0.010849633,10
3993,21-02-2020,INR,GBP,0.010740284,10
4026,22-02-2020,INR,GBP,0.010740284,10
4059,23-02-2020,INR,GBP,0.010740284,10
4092,24-02-2020,INR,GBP,0.010771781,10
4125,25-02-2020,INR,GBP,0.010759868,10
4158,26-02-2020,INR,GBP,0.010799607,10
4191,27-02-2020,INR,GBP,0.01082215,10
4224,28-02-2020,INR,GBP,0.010760547,10
4257,29-02-2020,INR,GBP,0.010760547,10
4290,01-03-2020,INR,GBP,0.010760547,10
4323,02-03-2020,INR,GBP,0.010765723,10
4356,03-03-2020,INR,GBP,0.010685382,10
4389,04-03-2020,INR,GBP,0.010656115,10
4422,05-03-2020,INR,GBP,0.010549828,10
4455,06-03-2020,INR,GBP,0.010428182,10
4488,07-03-2020,INR,GBP,0.010428182,10
4521,08-03-2020,INR,GBP,0.010428182,10
4554,09-03-2020,INR,GBP,0.010285193,10
4587,10-03-2020,INR,GBP,0.010389371,10
4620,11-03-2020,INR,GBP,0.010499093,10
4653,12-03-2020,INR,GBP,0.010617602,10
4686,13-03-2020,INR,GBP,0.010878579,10
4719,14-03-2020,INR,GBP,0.010878579,10
4752,15-03-2020,INR,GBP,0.010878579,10
4785,16-03-2020,INR,GBP,0.01097944,10
4818,17-03-2020,INR,GBP,0.011134773,10
4851,18-03-2020,INR,GBP,0.011362474,10
4884,19-03-2020,INR,GBP,0.011459823,10
4917,20-03-2020,INR,GBP,0.011312745,10
4950,21-03-2020,INR,GBP,0.011312745,10
4983,22-03-2020,INR,GBP,0.011312745,10
5016,23-03-2020,INR,GBP,0.011320479,10
5049,24-03-2020,INR,GBP,0.011182885,10
5082,25-03-2020,INR,GBP,0.011064584,10
5115,26-03-2020,INR,GBP,0.011067857,10
5148,27-03-2020,INR,GBP,0.010829437,10
5181,28-03-2020,INR,GBP,0.010829437,10
5214,29-03-2020,INR,GBP,0.010829437,10
5247,30-03-2020,INR,GBP,0.010646707,10
5280,31-03-2020,INR,GBP,0.010692956,10
5313,01-04-2020,INR,GBP,0.010581289,10
5346,02-04-2020,INR,GBP,0.010529487,10
5379,03-04-2020,INR,GBP,0.010685268,10
5412,04-04-2020,INR,GBP,0.010685268,10
5445,05-04-2020,INR,GBP,0.010685268,10
5478,06-04-2020,INR,GBP,0.010693494,10
5511,07-04-2020,INR,GBP,0.010710135,10
5544,08-04-2020,INR,GBP,0.010612383,10
5577,09-04-2020,INR,GBP,0.010559223,10
5610,10-04-2020,INR,GBP,0.010559223,10
5643,11-04-2020,INR,GBP,0.010559223,10
5676,12-04-2020,INR,GBP,0.010559223,10
5709,13-04-2020,INR,GBP,0.010559223,10
5742,14-04-2020,INR,GBP,0.010450212,10
5775,15-04-2020,INR,GBP,0.010476059,10
5808,16-04-2020,INR,GBP,0.010413118,10
5841,17-04-2020,INR,GBP,0.010472149,10
5874,18-04-2020,INR,GBP,0.010472149,10
5907,19-04-2020,INR,GBP,0.010472149,10
5940,20-04-2020,INR,GBP,0.010505091,10
5973,21-04-2020,INR,GBP,0.010568989,10
6006,22-04-2020,INR,GBP,0.01057131,10
6039,23-04-2020,INR,GBP,0.010641933,10
6072,24-04-2020,INR,GBP,0.010623073,10
6105,25-04-2020,INR,GBP,0.010623073,10
6138,26-04-2020,INR,GBP,0.010623073,10
6171,27-04-2020,INR,GBP,0.010562034,10
6204,28-04-2020,INR,GBP,0.010552095,10
6237,29-04-2020,INR,GBP,0.010653061,10
6270,30-04-2020,INR,GBP,0.010648713,10
6303,01-05-2020,INR,GBP,0.010648713,10
6336,02-05-2020,INR,GBP,0.010648713,10
6369,03-05-2020,INR,GBP,0.010648713,10
6402,04-05-2020,INR,GBP,0.010617368,10
6435,05-05-2020,INR,GBP,0.010598526,10
6468,06-05-2020,INR,GBP,0.010643011,10
6501,07-05-2020,INR,GBP,0.010698252,10
6534,08-05-2020,INR,GBP,0.010680014,10
6567,09-05-2020,INR,GBP,0.010680014,10
6600,10-05-2020,INR,GBP,0.010680014,10
6633,11-05-2020,INR,GBP,0.010703932,10
6666,12-05-2020,INR,GBP,0.010757418,10
6699,13-05-2020,INR,GBP,0.010777028,10
6732,14-05-2020,INR,GBP,0.010846039,10
6765,15-05-2020,INR,GBP,0.010823225,10
6798,16-05-2020,INR,GBP,0.010823225,10
6831,17-05-2020,INR,GBP,0.010823225,10
6864,18-05-2020,INR,GBP,0.010853324,10
6897,19-05-2020,INR,GBP,0.010806423,10
6930,20-05-2020,INR,GBP,0.010783759,10
6963,21-05-2020,INR,GBP,0.010829395,10
6996,22-05-2020,INR,GBP,0.010826398,10
7029,23-05-2020,INR,GBP,0.010826398,10
7062,24-05-2020,INR,GBP,0.010826398,10
7095,25-05-2020,INR,GBP,0.01081197,10
7128,26-05-2020,INR,GBP,0.010717619,10
7161,27-05-2020,INR,GBP,0.010762809,10
7194,28-05-2020,INR,GBP,0.010750568,10
7227,29-05-2020,INR,GBP,0.010711691,10
7260,30-05-2020,INR,GBP,0.010711691,10
7293,31-05-2020,INR,GBP,0.010711691,10
7326,01-06-2020,INR,GBP,0.010683242,10
7359,02-06-2020,INR,GBP,0.010600198,10
7392,03-06-2020,INR,GBP,0.010539551,10
7425,04-06-2020,INR,GBP,0.010559624,10
7458,05-06-2020,INR,GBP,0.010445872,10
7491,06-06-2020,INR,GBP,0.010445872,10
7524,07-06-2020,INR,GBP,0.010445872,10
7557,08-06-2020,INR,GBP,0.01046128,10
7590,09-06-2020,INR,GBP,0.01044679,10
7623,10-06-2020,INR,GBP,0.010356216,10
7656,11-06-2020,INR,GBP,0.010419257,10
7689,12-06-2020,INR,GBP,0.01045059,10
7722,13-06-2020,INR,GBP,0.01045059,10
7755,14-06-2020,INR,GBP,0.01045059,10
7788,15-06-2020,INR,GBP,0.010481775,10
7821,16-06-2020,INR,GBP,0.010386064,10
7854,17-06-2020,INR,GBP,0.010455579,10
7887,18-06-2020,INR,GBP,0.010508328,10
7920,19-06-2020,INR,GBP,0.010603735,10
7953,20-06-2020,INR,GBP,0.010603735,10
7986,21-06-2020,INR,GBP,0.010603735,10
8019,22-06-2020,INR,GBP,0.010594604,10
8052,23-06-2020,INR,GBP,0.010607692,10
8085,24-06-2020,INR,GBP,0.01058767,10
8118,25-06-2020,INR,GBP,0.010639933,10
8151,26-06-2020,INR,GBP,0.010678307,10
8184,27-06-2020,INR,GBP,0.010678307,10
8217,28-06-2020,INR,GBP,0.010678307,10
8250,29-06-2020,INR,GBP,0.01074514,10
8283,30-06-2020,INR,GBP,0.01078223,10
8316,01-07-2020,INR,GBP,0.010686346,10
8349,02-07-2020,INR,GBP,0.010695995,10
8382,03-07-2020,INR,GBP,0.010751482,10
8415,04-07-2020,INR,GBP,0.010751482,10
8448,05-07-2020,INR,GBP,0.010751482,10
8481,06-07-2020,INR,GBP,0.010716548,10
8514,07-07-2020,INR,GBP,0.010673123,10
8547,08-07-2020,INR,GBP,0.010623483,10
8580,09-07-2020,INR,GBP,0.010542004,10
8613,10-07-2020,INR,GBP,0.010557396,10
8646,11-07-2020,INR,GBP,0.010557396,10
8679,12-07-2020,INR,GBP,0.010557396,10
8712,13-07-2020,INR,GBP,0.010554121,10
8745,14-07-2020,INR,GBP,0.010583579,10
8778,15-07-2020,INR,GBP,0.010531458,10
8811,16-07-2020,INR,GBP,0.010584645,10
8844,17-07-2020,INR,GBP,0.01063126,10
8877,18-07-2020,INR,GBP,0.01063126,10
8910,19-07-2020,INR,GBP,0.01063126,10
8943,20-07-2020,INR,GBP,0.010576805,10
8976,21-07-2020,INR,GBP,0.01054749,10
9009,22-07-2020,INR,GBP,0.010560333,10
9042,23-07-2020,INR,GBP,0.010533398,10
9075,24-07-2020,INR,GBP,0.010474179,10
9108,25-07-2020,INR,GBP,0.010474179,10
9141,26-07-2020,INR,GBP,0.010474179,10
9174,27-07-2020,INR,GBP,0.010393127,10
9207,28-07-2020,INR,GBP,0.010370978,10
9240,29-07-2020,INR,GBP,0.010306863,10
9273,30-07-2020,INR,GBP,0.010264726,10
9306,31-07-2020,INR,GBP,0.010159925,10
9339,01-08-2020,INR,GBP,0.010159925,10
9372,02-08-2020,INR,GBP,0.010159925,10
9405,03-08-2020,INR,GBP,0.010207812,10
9438,04-08-2020,INR,GBP,0.010221146,10
9471,05-08-2020,INR,GBP,0.010175405,10
9504,06-08-2020,INR,GBP,0.010142849,10
9537,07-08-2020,INR,GBP,0.010196315,10
9570,08-08-2020,INR,GBP,0.010196315,10
9603,09-08-2020,INR,GBP,0.010196315,10
9636,10-08-2020,INR,GBP,0.010231806,10
9669,11-08-2020,INR,GBP,0.010225467,10
9702,12-08-2020,INR,GBP,0.010275295,10
9735,13-08-2020,INR,GBP,0.010204259,10
9768,14-08-2020,INR,GBP,0.010192725,10
9801,15-08-2020,INR,GBP,0.010192725,10
9834,16-08-2020,INR,GBP,0.010192725,10
9867,17-08-2020,INR,GBP,0.010218233,10
9900,18-08-2020,INR,GBP,0.010168319,10
9933,19-08-2020,INR,GBP,0.010115209,10
9966,20-08-2020,INR,GBP,0.010132709,10
9999,21-08-2020,INR,GBP,0.010176535,10
10032,22-08-2020,INR,GBP,0.010176535,10
10065,23-08-2020,INR,GBP,0.010176535,10
10098,24-08-2020,INR,GBP,0.010273778,10
10131,25-08-2020,INR,GBP,0.010254057,10
10164,26-08-2020,INR,GBP,0.010237065,10
10197,27-08-2020,INR,GBP,0.010256631,10
10230,28-08-2020,INR,GBP,0.010258621,10
10263,29-08-2020,INR,GBP,0.010258621,10
10296,30-08-2020,INR,GBP,0.010258621,10
10329,31-08-2020,INR,GBP,0.010244259,10
10362,01-09-2020,INR,GBP,0.010179216,10
10395,02-09-2020,INR,GBP,0.010232371,10
10428,03-09-2020,INR,GBP,0.010261739,10
10461,04-09-2020,INR,GBP,0.010305383,10
10494,05-09-2020,INR,GBP,0.010305383,10
10527,06-09-2020,INR,GBP,0.010305383,10
10560,07-09-2020,INR,GBP,0.010343875,10
10593,08-09-2020,INR,GBP,0.010384245,10
10626,09-09-2020,INR,GBP,0.010531889,10
10659,10-09-2020,INR,GBP,0.010523474,10
10692,11-09-2020,INR,GBP,0.010592012,10
10725,12-09-2020,INR,GBP,0.010592012,10
10758,13-09-2020,INR,GBP,0.010592012,10
10791,14-09-2020,INR,GBP,0.01055512,10
10824,15-09-2020,INR,GBP,0.010522678,10
10857,16-09-2020,INR,GBP,0.0104763,10
10890,17-09-2020,INR,GBP,0.010537526,10
10923,18-09-2020,INR,GBP,0.010494633,10
10956,19-09-2020,INR,GBP,0.010494633,10
10989,20-09-2020,INR,GBP,0.010494633,10
11022,21-09-2020,INR,GBP,0.010566699,10
11055,22-09-2020,INR,GBP,0.01063539,10
11088,23-09-2020,INR,GBP,0.010686228,10
11121,24-09-2020,INR,GBP,0.010593802,10
11154,25-09-2020,INR,GBP,0.010656284,10
11187,26-09-2020,INR,GBP,0.010656284,10
11220,27-09-2020,INR,GBP,0.010656284,10
11253,28-09-2020,INR,GBP,0.010521066,10
11286,29-09-2020,INR,GBP,0.010543379,10
11319,30-09-2020,INR,GBP,0.010571965,10
11352,01-10-2020,INR,GBP,0.010570388,10
11385,02-10-2020,INR,GBP,0.010538777,10
11418,03-10-2020,INR,GBP,0.010538777,10
11451,04-10-2020,INR,GBP,0.010538777,10
11484,05-10-2020,INR,GBP,0.010548631,10
11517,06-10-2020,INR,GBP,0.010518242,10
11550,07-10-2020,INR,GBP,0.010597012,10
11583,08-10-2020,INR,GBP,0.01056262,10
11616,09-10-2020,INR,GBP,0.010576402,10
11649,10-10-2020,INR,GBP,0.010576402,10
11682,11-10-2020,INR,GBP,0.010576402,10
11715,12-10-2020,INR,GBP,0.010476664,10
11748,13-10-2020,INR,GBP,0.010482036,10
11781,14-10-2020,INR,GBP,0.0104989,10
11814,15-10-2020,INR,GBP,0.010533327,10
11847,16-10-2020,INR,GBP,0.01056273,10
11880,17-10-2020,INR,GBP,0.01056273,10
11913,18-10-2020,INR,GBP,0.01056273,10
11946,19-10-2020,INR,GBP,0.01048539,10
11979,20-10-2020,INR,GBP,0.010516141,10
1,23-10-2019,INR,HKD,0.110669906,11
34,24-10-2019,INR,HKD,0.110393308,11
67,25-10-2019,INR,HKD,0.110535037,11
100,26-10-2019,INR,HKD,0.110535037,11
133,27-10-2019,INR,HKD,0.110535037,11
166,28-10-2019,INR,HKD,0.110820993,11
199,29-10-2019,INR,HKD,0.110658271,11
232,30-10-2019,INR,HKD,0.110549,11
265,31-10-2019,INR,HKD,0.110476853,11
298,01-11-2019,INR,HKD,0.110761774,11
331,02-11-2019,INR,HKD,0.110761774,11
364,03-11-2019,INR,HKD,0.110761774,11
397,04-11-2019,INR,HKD,0.11082165,11
430,05-11-2019,INR,HKD,0.110838034,11
463,06-11-2019,INR,HKD,0.110294781,11
496,07-11-2019,INR,HKD,0.110362958,11
529,08-11-2019,INR,HKD,0.109815389,11
562,09-11-2019,INR,HKD,0.109815389,11
595,10-11-2019,INR,HKD,0.109815389,11
628,11-11-2019,INR,HKD,0.109408093,11
661,12-11-2019,INR,HKD,0.10915929,11
694,13-11-2019,INR,HKD,0.10868014,11
727,14-11-2019,INR,HKD,0.108847029,11
760,15-11-2019,INR,HKD,0.109092632,11
793,16-11-2019,INR,HKD,0.109092632,11
826,17-11-2019,INR,HKD,0.109092632,11
859,18-11-2019,INR,HKD,0.109023494,11
892,19-11-2019,INR,HKD,0.109208728,11
925,20-11-2019,INR,HKD,0.108972212,11
958,21-11-2019,INR,HKD,0.109013102,11
991,22-11-2019,INR,HKD,0.109150888,11
1024,23-11-2019,INR,HKD,0.109150888,11
1057,24-11-2019,INR,HKD,0.109150888,11
1090,25-11-2019,INR,HKD,0.109155402,11
1123,26-11-2019,INR,HKD,0.109439013,11
1156,27-11-2019,INR,HKD,0.109709164,11
1189,28-11-2019,INR,HKD,0.109296468,11
1222,29-11-2019,INR,HKD,0.109234631,11
1255,30-11-2019,INR,HKD,0.109234631,11
1288,01-12-2019,INR,HKD,0.109234631,11
1321,02-12-2019,INR,HKD,0.109266446,11
1354,03-12-2019,INR,HKD,0.109121239,11
1387,04-12-2019,INR,HKD,0.109451625,11
1420,05-12-2019,INR,HKD,0.109913376,11
1453,06-12-2019,INR,HKD,0.109878738,11
1486,07-12-2019,INR,HKD,0.109878738,11
1519,08-12-2019,INR,HKD,0.109878738,11
1552,09-12-2019,INR,HKD,0.110145222,11
1585,10-12-2019,INR,HKD,0.110348646,11
1618,11-12-2019,INR,HKD,0.110363914,11
1651,12-12-2019,INR,HKD,0.110119021,11
1684,13-12-2019,INR,HKD,0.110120034,11
1717,14-12-2019,INR,HKD,0.110120034,11
1750,15-12-2019,INR,HKD,0.110120034,11
1783,16-12-2019,INR,HKD,0.109796565,11
1816,17-12-2019,INR,HKD,0.10978429,11
1849,18-12-2019,INR,HKD,0.10972305,11
1882,19-12-2019,INR,HKD,0.10968595,11
1915,20-12-2019,INR,HKD,0.109502744,11
1948,21-12-2019,INR,HKD,0.109502744,11
1981,22-12-2019,INR,HKD,0.109502744,11
2014,23-12-2019,INR,HKD,0.109229785,11
2047,24-12-2019,INR,HKD,0.109293563,11
2080,25-12-2019,INR,HKD,0.109293563,11
2113,26-12-2019,INR,HKD,0.109293563,11
2146,27-12-2019,INR,HKD,0.109051069,11
2179,28-12-2019,INR,HKD,0.109051069,11
2212,29-12-2019,INR,HKD,0.109051069,11
2245,30-12-2019,INR,HKD,0.109172806,11
2278,31-12-2019,INR,HKD,0.109086261,11
2311,01-01-2020,INR,HKD,0.109086261,11
2344,02-01-2020,INR,HKD,0.109131297,11
2377,03-01-2020,INR,HKD,0.108379735,11
2410,04-01-2020,INR,HKD,0.108379735,11
2443,05-01-2020,INR,HKD,0.108379735,11
2476,06-01-2020,INR,HKD,0.108023722,11
2509,07-01-2020,INR,HKD,0.108186632,11
2542,08-01-2020,INR,HKD,0.108424394,11
2575,09-01-2020,INR,HKD,0.109038428,11
2608,10-01-2020,INR,HKD,0.109461632,11
2641,11-01-2020,INR,HKD,0.109461632,11
2674,12-01-2020,INR,HKD,0.109461632,11
2707,13-01-2020,INR,HKD,0.109745314,11
2740,14-01-2020,INR,HKD,0.109803947,11
2773,15-01-2020,INR,HKD,0.109772129,11
2806,16-01-2020,INR,HKD,0.109582055,11
2839,17-01-2020,INR,HKD,0.109290282,11
2872,18-01-2020,INR,HKD,0.109290282,11
2905,19-01-2020,INR,HKD,0.109290282,11
2938,20-01-2020,INR,HKD,0.109301381,11
2971,21-01-2020,INR,HKD,0.109133185,11
3004,22-01-2020,INR,HKD,0.109260586,11
3037,23-01-2020,INR,HKD,0.108982066,11
3070,24-01-2020,INR,HKD,0.109025041,11
3103,25-01-2020,INR,HKD,0.109025041,11
3136,26-01-2020,INR,HKD,0.109025041,11
3169,27-01-2020,INR,HKD,0.10889291,11
3202,28-01-2020,INR,HKD,0.109079785,11
3235,29-01-2020,INR,HKD,0.109036306,11
3268,30-01-2020,INR,HKD,0.108438066,11
3301,31-01-2020,INR,HKD,0.108792163,11
3334,01-02-2020,INR,HKD,0.108792163,11
3367,02-02-2020,INR,HKD,0.108792163,11
3400,03-02-2020,INR,HKD,0.108773662,11
3433,04-02-2020,INR,HKD,0.109011333,11
3466,05-02-2020,INR,HKD,0.109102036,11
3499,06-02-2020,INR,HKD,0.109114831,11
3532,07-02-2020,INR,HKD,0.108684639,11
3565,08-02-2020,INR,HKD,0.108684639,11
3598,09-02-2020,INR,HKD,0.108684639,11
3631,10-02-2020,INR,HKD,0.108875005,11
3664,11-02-2020,INR,HKD,0.108962668,11
3697,12-02-2020,INR,HKD,0.108933699,11
3730,13-02-2020,INR,HKD,0.108971653,11
3763,14-02-2020,INR,HKD,0.108710918,11
3796,15-02-2020,INR,HKD,0.108710918,11
3829,16-02-2020,INR,HKD,0.108710918,11
3862,17-02-2020,INR,HKD,0.108815391,11
3895,18-02-2020,INR,HKD,0.108572167,11
3928,19-02-2020,INR,HKD,0.10866258,11
3961,20-02-2020,INR,HKD,0.108651625,11
3994,21-02-2020,INR,HKD,0.108183502,11
4027,22-02-2020,INR,HKD,0.108183502,11
4060,23-02-2020,INR,HKD,0.108183502,11
4093,24-02-2020,INR,HKD,0.108348699,11
4126,25-02-2020,INR,HKD,0.108647265,11
4159,26-02-2020,INR,HKD,0.108755831,11
4192,27-02-2020,INR,HKD,0.108808475,11
4225,28-02-2020,INR,HKD,0.107901873,11
4258,29-02-2020,INR,HKD,0.107901873,11
4291,01-03-2020,INR,HKD,0.107901873,11
4324,02-03-2020,INR,HKD,0.106930559,11
4357,03-03-2020,INR,HKD,0.106191897,11
4390,04-03-2020,INR,HKD,0.106054416,11
4423,05-03-2020,INR,HKD,0.105822064,11
4456,06-03-2020,INR,HKD,0.105387266,11
4489,07-03-2020,INR,HKD,0.105387266,11
4522,08-03-2020,INR,HKD,0.105387266,11
4555,09-03-2020,INR,HKD,0.104803437,11
4588,10-03-2020,INR,HKD,0.1052146,11
4621,11-03-2020,INR,HKD,0.1054471,11
4654,12-03-2020,INR,HKD,0.10478986,11
4687,13-03-2020,INR,HKD,0.105347688,11
4720,14-03-2020,INR,HKD,0.105347688,11
4753,15-03-2020,INR,HKD,0.105347688,11
4786,16-03-2020,INR,HKD,0.104678924,11
4819,17-03-2020,INR,HKD,0.10454473,11
4852,18-03-2020,INR,HKD,0.104660722,11
4885,19-03-2020,INR,HKD,0.103338674,11
4918,20-03-2020,INR,HKD,0.103220034,11
4951,21-03-2020,INR,HKD,0.103220034,11
4984,22-03-2020,INR,HKD,0.103220034,11
5017,23-03-2020,INR,HKD,0.10183317,11
5050,24-03-2020,INR,HKD,0.102100585,11
5083,25-03-2020,INR,HKD,0.101501832,11
5116,26-03-2020,INR,HKD,0.103152015,11
5149,27-03-2020,INR,HKD,0.102685548,11
5182,28-03-2020,INR,HKD,0.102685548,11
5215,29-03-2020,INR,HKD,0.102685548,11
5248,30-03-2020,INR,HKD,0.102465868,11
5281,31-03-2020,INR,HKD,0.102468682,11
5314,01-04-2020,INR,HKD,0.101412194,11
5347,02-04-2020,INR,HKD,0.101462929,11
5380,03-04-2020,INR,HKD,0.101713778,11
5413,04-04-2020,INR,HKD,0.101713778,11
5446,05-04-2020,INR,HKD,0.101713778,11
5479,06-04-2020,INR,HKD,0.101881714,11
5512,07-04-2020,INR,HKD,0.102588387,11
5545,08-04-2020,INR,HKD,0.101694159,11
5578,09-04-2020,INR,HKD,0.101605619,11
5611,10-04-2020,INR,HKD,0.101605619,11
5644,11-04-2020,INR,HKD,0.101605619,11
5677,12-04-2020,INR,HKD,0.101605619,11
5710,13-04-2020,INR,HKD,0.101605619,11
5743,14-04-2020,INR,HKD,0.10177378,11
5776,15-04-2020,INR,HKD,0.101317525,11
5809,16-04-2020,INR,HKD,0.100819545,11
5842,17-04-2020,INR,HKD,0.101341858,11
5875,18-04-2020,INR,HKD,0.101341858,11
5908,19-04-2020,INR,HKD,0.101341858,11
5941,20-04-2020,INR,HKD,0.101232207,11
5974,21-04-2020,INR,HKD,0.100732825,11
6007,22-04-2020,INR,HKD,0.101264301,11
6040,23-04-2020,INR,HKD,0.101890408,11
6073,24-04-2020,INR,HKD,0.101626885,11
6106,25-04-2020,INR,HKD,0.101626885,11
6139,26-04-2020,INR,HKD,0.101626885,11
6172,27-04-2020,INR,HKD,0.101796791,11
6205,28-04-2020,INR,HKD,0.102155789,11
6238,29-04-2020,INR,HKD,0.102447529,11
6271,30-04-2020,INR,HKD,0.103295152,11
6304,01-05-2020,INR,HKD,0.103295152,11
6337,02-05-2020,INR,HKD,0.103295152,11
6370,03-05-2020,INR,HKD,0.103295152,11
6403,04-05-2020,INR,HKD,0.102477442,11
6436,05-05-2020,INR,HKD,0.10232946,11
6469,06-05-2020,INR,HKD,0.102173051,11
6502,07-05-2020,INR,HKD,0.102215401,11
6535,08-05-2020,INR,HKD,0.102550588,11
6568,09-05-2020,INR,HKD,0.102550588,11
6601,10-05-2020,INR,HKD,0.102550588,11
6634,11-05-2020,INR,HKD,0.102188901,11
6667,12-05-2020,INR,HKD,0.10313875,11
6700,13-05-2020,INR,HKD,0.102935304,11
6733,14-05-2020,INR,HKD,0.102518629,11
6766,15-05-2020,INR,HKD,0.10207895,11
6799,16-05-2020,INR,HKD,0.10207895,11
6832,17-05-2020,INR,HKD,0.10207895,11
6865,18-05-2020,INR,HKD,0.102216244,11
6898,19-05-2020,INR,HKD,0.102433814,11
6931,20-05-2020,INR,HKD,0.102489033,11
6964,21-05-2020,INR,HKD,0.102701238,11
6997,22-05-2020,INR,HKD,0.102229636,11
7030,23-05-2020,INR,HKD,0.102229636,11
7063,24-05-2020,INR,HKD,0.102229636,11
7096,25-05-2020,INR,HKD,0.102181961,11
7129,26-05-2020,INR,HKD,0.102593848,11
7162,27-05-2020,INR,HKD,0.102353295,11
7195,28-05-2020,INR,HKD,0.102328563,11
7228,29-05-2020,INR,HKD,0.102668767,11
7261,30-05-2020,INR,HKD,0.102668767,11
7294,31-05-2020,INR,HKD,0.102668767,11
7327,01-06-2020,INR,HKD,0.102653149,11
7360,02-06-2020,INR,HKD,0.103058104,11
7393,03-06-2020,INR,HKD,0.102664324,11
7426,04-06-2020,INR,HKD,0.10265742,11
7459,05-06-2020,INR,HKD,0.102544669,11
7492,06-06-2020,INR,HKD,0.102544669,11
7525,07-06-2020,INR,HKD,0.102544669,11
7558,08-06-2020,INR,HKD,0.102603207,11
7591,09-06-2020,INR,HKD,0.102604078,11
7624,10-06-2020,INR,HKD,0.10262389,11
7657,11-06-2020,INR,HKD,0.102199705,11
7690,12-06-2020,INR,HKD,0.102120938,11
7723,13-06-2020,INR,HKD,0.102120938,11
7756,14-06-2020,INR,HKD,0.102120938,11
7789,15-06-2020,INR,HKD,0.101968373,11
7822,16-06-2020,INR,HKD,0.101843157,11
7855,17-06-2020,INR,HKD,0.101751597,11
7888,18-06-2020,INR,HKD,0.10151623,11
7921,19-06-2020,INR,HKD,0.101800778,11
7954,20-06-2020,INR,HKD,0.101800778,11
7987,21-06-2020,INR,HKD,0.101800778,11
8020,22-06-2020,INR,HKD,0.101927667,11
8053,23-06-2020,INR,HKD,0.102666261,11
8086,24-06-2020,INR,HKD,0.102452287,11
8119,25-06-2020,INR,HKD,0.102470724,11
8152,26-06-2020,INR,HKD,0.102455156,11
8185,27-06-2020,INR,HKD,0.102455156,11
8218,28-06-2020,INR,HKD,0.102455156,11
8251,29-06-2020,INR,HKD,0.102657527,11
8284,30-06-2020,INR,HKD,0.1025578,11
8317,01-07-2020,INR,HKD,0.102583253,11
8350,02-07-2020,INR,HKD,0.103692771,11
8383,03-07-2020,INR,HKD,0.103777096,11
8416,04-07-2020,INR,HKD,0.103777096,11
